84	abadi199	elm-input-extra	https://package.elm-lang.org/packages/abadi199/elm-input-extra/latest	5.2.6	Commonly used Html element with extra functionality

85	abadi199	intl-phone-input	https://package.elm-lang.org/packages/abadi199/intl-phone-input/latest	2.0.2	International phone number form input.

86	eeue56	elm-graphql-debug-errors	https://package.elm-lang.org/packages/eeue56/elm-graphql-debug-errors/latest	1.0.0	Get useful error messages from GraphQL errors in English

87	gampleman	elm-examples-helper	https://package.elm-lang.org/packages/gampleman/elm-examples-helper/latest	2.0.0	A simple package that makes elm-visualization examples simpler

88	gampleman	elm-mapbox	https://package.elm-lang.org/packages/gampleman/elm-mapbox/latest	4.1.0	An advanced mapping library

89	gampleman	elm-visualization	https://package.elm-lang.org/packages/gampleman/elm-visualization/latest	2.3.0	A data visualization package for Elm

90	ianmackenzie	elm-1d-parameter	https://package.elm-lang.org/packages/ianmackenzie/elm-1d-parameter/latest	1.0.1	Generate evenly spaced interpolated values

91	ianmackenzie	elm-3d-camera	https://package.elm-lang.org/packages/ianmackenzie/elm-3d-camera/latest	3.1.0	Camera type for 3D rendering and projection

92	ianmackenzie	elm-3d-scene	https://package.elm-lang.org/packages/ianmackenzie/elm-3d-scene/latest	1.0.1	3D rendering engine for Elm

93	ianmackenzie	elm-float-extra	https://package.elm-lang.org/packages/ianmackenzie/elm-float-extra/latest	1.1.0	Useful functionionality for Float values

94	ianmackenzie	elm-geometry	https://package.elm-lang.org/packages/ianmackenzie/elm-geometry/latest	3.9.1	2D/3D geometric data types and operations

95	ianmackenzie	elm-geometry-linear-algebra-interop	https://package.elm-lang.org/packages/ianmackenzie/elm-geometry-linear-algebra-interop/latest	2.0.2	Interop support for ianmackenzie/elm-geometry and elm-community/linear-algebra

96	ianmackenzie	elm-geometry-prerelease	https://package.elm-lang.org/packages/ianmackenzie/elm-geometry-prerelease/latest	1.0.1	PRERELEASE version of elm-geometry

97	ianmackenzie	elm-geometry-svg	https://package.elm-lang.org/packages/ianmackenzie/elm-geometry-svg/latest	3.0.0	Render 2D elm-geometry types as SVG

98	ianmackenzie	elm-geometry-test	https://package.elm-lang.org/packages/ianmackenzie/elm-geometry-test/latest	1.0.0	Helpful utilities for testing code that uses elm-geometry

99	ianmackenzie	elm-interval	https://package.elm-lang.org/packages/ianmackenzie/elm-interval/latest	3.1.0	Simple Interval type for Elm

100	ianmackenzie	elm-iso-10303	https://package.elm-lang.org/packages/ianmackenzie/elm-iso-10303/latest	8.0.1	Create and parse data in ISO 10303-21 (STEP file) format

101	ianmackenzie	elm-step-file	https://package.elm-lang.org/packages/ianmackenzie/elm-step-file/latest	1.0.1	Create and parse data in ISO 10303-21 (STEP file) format

102	ianmackenzie	elm-triangular-mesh	https://package.elm-lang.org/packages/ianmackenzie/elm-triangular-mesh/latest	1.1.0	Generic indexed triangular mesh data structure

103	ianmackenzie	elm-units	https://package.elm-lang.org/packages/ianmackenzie/elm-units/latest	2.9.0	Simple, safe and convenient unit types and conversions for Elm

104	ianmackenzie	elm-units-interval	https://package.elm-lang.org/packages/ianmackenzie/elm-units-interval/latest	3.2.0	Version of elm-interval based on elm-units

105	ianmackenzie	elm-units-prefixed	https://package.elm-lang.org/packages/ianmackenzie/elm-units-prefixed/latest	2.7.0	Prefixed version of elm-units for resolving module name conflicts

106	jxxcarlson	elm-cell-grid	https://package.elm-lang.org/packages/jxxcarlson/elm-cell-grid/latest	8.0.1	Render a rectangular grid of cells to HTML.

107	jxxcarlson	elm-editor	https://package.elm-lang.org/packages/jxxcarlson/elm-editor/latest	3.1.3	A pure Elm text editor

108	jxxcarlson	elm-graph	https://package.elm-lang.org/packages/jxxcarlson/elm-graph/latest	3.1.0	Simple charts: line and bar

109	jxxcarlson	elm-markdown	https://package.elm-lang.org/packages/jxxcarlson/elm-markdown/latest	10.1.0	Experimental markdown parser, handles math, has hooks for editor sync

110	jxxcarlson	elm-pseudorandom	https://package.elm-lang.org/packages/jxxcarlson/elm-pseudorandom/latest	1.0.3	Pseudorandom number generators

111	jxxcarlson	elm-search	https://package.elm-lang.org/packages/jxxcarlson/elm-search/latest	1.0.0	Search and sort a list of data using a DSL for conjunction and negation

112	jxxcarlson	elm-spreadsheet	https://package.elm-lang.org/packages/jxxcarlson/elm-spreadsheet/latest	3.1.0	Representation of and computation spreadsheets in Elm.

113	jxxcarlson	elm-stat	https://package.elm-lang.org/packages/jxxcarlson/elm-stat/latest	5.0.0	Elm stat utility

114	jxxcarlson	elm-tar	https://package.elm-lang.org/packages/jxxcarlson/elm-tar/latest	4.0.0	Elm tar utility

115	jxxcarlson	elm-text-editor	https://package.elm-lang.org/packages/jxxcarlson/elm-text-editor/latest	7.0.8	Pure Elm text editor forked from Sydney Nemzer

116	jxxcarlson	elm-typed-time	https://package.elm-lang.org/packages/jxxcarlson/elm-typed-time/latest	1.2.0	A typed time library for Elm (keep track of units: seconds, minutes, etc.)

117	jxxcarlson	elm-widget	https://package.elm-lang.org/packages/jxxcarlson/elm-widget/latest	3.3.0	A small personal collection of UI widgets for mdgriffith/elm-ui

118	jxxcarlson	hex	https://package.elm-lang.org/packages/jxxcarlson/hex/latest	4.0.0	hex view for bytes

119	jxxcarlson	htree	https://package.elm-lang.org/packages/jxxcarlson/htree/latest	2.0.1	Transform hierarchical list to a rose tree

120	jxxcarlson	math-markdown	https://package.elm-lang.org/packages/jxxcarlson/math-markdown/latest	3.0.6	Experimental markdown parser that also handles math!

121	jxxcarlson	meenylatex	https://package.elm-lang.org/packages/jxxcarlson/meenylatex/latest	14.1.1	A parser for a subset of LaTeX

122	jxxcarlson	toc-editor	https://package.elm-lang.org/packages/jxxcarlson/toc-editor/latest	1.0.1	Drag and drop editor for table of contents

123	jxxcarlson	tree-extra	https://package.elm-lang.org/packages/jxxcarlson/tree-extra/latest	1.0.1	Operations on rose trees to go with zwilias/elm-rosetree

124	noahzgordon	elm-color-extra	https://package.elm-lang.org/packages/noahzgordon/elm-color-extra/latest	1.0.2	Additional color handling for Elm

125	noahzgordon	elm-jsonapi	https://package.elm-lang.org/packages/noahzgordon/elm-jsonapi/latest	3.0.1	Decoders and helper functions for working with JSONAPI payloads

126	ohanhi	autoexpand	https://package.elm-lang.org/packages/ohanhi/autoexpand/latest	3.0.0	A pure Elm auto expanding textarea

127	ohanhi	keyboard	https://package.elm-lang.org/packages/ohanhi/keyboard/latest	2.0.1	Helpers for working with keyboard inputs (ex keyboard-extra)

128	ohanhi	lorem	https://package.elm-lang.org/packages/ohanhi/lorem/latest	1.0.2	Placeholder text for your Elm apps

129	ohanhi	remotedata-http	https://package.elm-lang.org/packages/ohanhi/remotedata-http/latest	4.0.0	A collection of helper functions for server communication using RemoteData

130	0ui	elm-task-parallel	https://package.elm-lang.org/packages/0ui/elm-task-parallel/latest	2.0.0	Run tasks in parallel and handle all the results in one message.

131	1602	elm-feather	https://package.elm-lang.org/packages/1602/elm-feather/latest	2.3.5	Feather icons for elm

132	1602	json-schema	https://package.elm-lang.org/packages/1602/json-schema/latest	4.1.1	JSON Schema for elm

133	1602	json-value	https://package.elm-lang.org/packages/1602/json-value/latest	3.0.1	Reading and manipulation with json values

134	2426021684	elm-collage	https://package.elm-lang.org/packages/2426021684/elm-collage/latest	1.0.2	Use timjs/elm-collage instead.

135	2426021684	elm-text-width	https://package.elm-lang.org/packages/2426021684/elm-text-width/latest	1.0.1	Calculates text width.

136	3kyro	xsrf-protection	https://package.elm-lang.org/packages/3kyro/xsrf-protection/latest	2.1.0	Provides XSRF protection and authentication options

137	7hoenix	elm-chess	https://package.elm-lang.org/packages/7hoenix/elm-chess/latest	1.0.0	Basic Chess module in Elm

138	AdrianRibao	elm-derberos-date	https://package.elm-lang.org/packages/AdrianRibao/elm-derberos-date/latest	1.2.3	Functions for working with dates, times, and timezones using in Elm 0.19.

139	AuricSystemsInternational	creditcard-validator	https://package.elm-lang.org/packages/AuricSystemsInternational/creditcard-validator/latest	1.0.1	Determine the brand of a credit card number

140	Bastes	the-validator	https://package.elm-lang.org/packages/Bastes/the-validator/latest	2.1.2	Validator for models that does nesting and composition

141	Bernardoow	elm-alert-timer-message	https://package.elm-lang.org/packages/Bernardoow/elm-alert-timer-message/latest	1.0.1	Simple message alert library.

142	Bernardoow	elm-rating-component	https://package.elm-lang.org/packages/Bernardoow/elm-rating-component/latest	2.0.2	Simple rating component.

143	Bractlet	elm-plot	https://package.elm-lang.org/packages/Bractlet/elm-plot/latest	1.0.1	Bractlet version of elm-plot (forked from terezka)

144	Cendrb	elm-css	https://package.elm-lang.org/packages/Cendrb/elm-css/latest	1.0.0	Typed CSS in Elm.

145	Chadtech	ct-colors	https://package.elm-lang.org/packages/Chadtech/ct-colors/latest	3.0.2	Chadtech standard colors

146	Chadtech	dependent-text	https://package.elm-lang.org/packages/Chadtech/dependent-text/latest	1.0.0	Dependent Text type (sorta)

147	Chadtech	elm-bool-extra	https://package.elm-lang.org/packages/Chadtech/elm-bool-extra/latest	2.4.2	Convenience functions for working with Bools

148	Chadtech	elm-css-grid	https://package.elm-lang.org/packages/Chadtech/elm-css-grid/latest	3.0.0	Simple way to arrange things in grids

149	Chadtech	elm-imperative-porting	https://package.elm-lang.org/packages/Chadtech/elm-imperative-porting/latest	1.0.0	Imperative syntax functions for porting imperative code into Elm

150	Chadtech	elm-money	https://package.elm-lang.org/packages/Chadtech/elm-money/latest	6.0.0	All the worlds currencies

151	Chadtech	elm-provider	https://package.elm-lang.org/packages/Chadtech/elm-provider/latest	2.0.0	An exploration into the container / component pattern in Elm

152	Chadtech	elm-relational-database	https://package.elm-lang.org/packages/Chadtech/elm-relational-database/latest	1.2.2	Keep track of lots of different data by ids

153	Chadtech	elm-us-state-abbreviations	https://package.elm-lang.org/packages/Chadtech/elm-us-state-abbreviations/latest	2.0.2	List of US State abbreviations and a few helpful functions

154	Chadtech	elm-vector	https://package.elm-lang.org/packages/Chadtech/elm-vector/latest	3.0.2	Collection types of a fixed length

155	Chadtech	id	https://package.elm-lang.org/packages/Chadtech/id/latest	4.2.0	Types and helpers for your types with ids

156	Chadtech	random-pipeline	https://package.elm-lang.org/packages/Chadtech/random-pipeline/latest	1.0.2	Making random values a little bit easier

157	Chadtech	return	https://package.elm-lang.org/packages/Chadtech/return/latest	1.0.3	Helpers for update functions

158	Chadtech	unique-list	https://package.elm-lang.org/packages/Chadtech/unique-list/latest	2.1.5	A type to arrange things in order

159	ChristophP	elm-i18next	https://package.elm-lang.org/packages/ChristophP/elm-i18next/latest	4.2.0	A module to load, decode and use translations in your app

160	ChristophP	elm-mark	https://package.elm-lang.org/packages/ChristophP/elm-mark/latest	2.0.4	Search term highlighting for Elm apps

161	CipherDogs	elm-bitcoin	https://package.elm-lang.org/packages/CipherDogs/elm-bitcoin/latest	2.0.0	Bitcoin web component made using Elm

162	CoderDennis	elm-time-format	https://package.elm-lang.org/packages/CoderDennis/elm-time-format/latest	1.0.0	Formatting and Internationalization of Time.Posix

163	ConcatDK	elm-todoist	https://package.elm-lang.org/packages/ConcatDK/elm-todoist/latest	1.1.0	Handling integration with the Todoist API

164	Confidenceman02	elm-animate-height	https://package.elm-lang.org/packages/Confidenceman02/elm-animate-height/latest	2.1.5	Animate a containers height

165	Confidenceman02	elm-select	https://package.elm-lang.org/packages/Confidenceman02/elm-select/latest	2.0.0	A Handsome configurable select inspired by Culture Amp's Kaizen select.

166	ContaSystemer	elm-angularjs-custom-element	https://package.elm-lang.org/packages/ContaSystemer/elm-angularjs-custom-element/latest	1.1.1	The package contains HTML functions to reuse AngularJS components in Elm

167	ContaSystemer	elm-effects	https://package.elm-lang.org/packages/ContaSystemer/elm-effects/latest	1.0.1	Effects package helps to manage additional program effects

168	ContaSystemer	elm-effects-msg-from-js	https://package.elm-lang.org/packages/ContaSystemer/elm-effects-msg-from-js/latest	1.0.0	Effects to work with a system to process messages from JS

169	ContaSystemer	elm-effects-time	https://package.elm-lang.org/packages/ContaSystemer/elm-effects-time/latest	1.0.0	Time system effects to subscribe for time events.

170	ContaSystemer	elm-error-message	https://package.elm-lang.org/packages/ContaSystemer/elm-error-message/latest	1.0.0	Helper functions for specific error messages

171	ContaSystemer	elm-js-data	https://package.elm-lang.org/packages/ContaSystemer/elm-js-data/latest	1.0.0	Data structure to communicate with JavaScript over ports

172	ContaSystemer	elm-menu	https://package.elm-lang.org/packages/ContaSystemer/elm-menu/latest	1.1.1	A customizable menu component which could be used for autocomplete component

